Nome;CNPJ;UF;CNAE Principal;CNAE Sec;Telefone;Email
MUNDO MARGOT;40665852000112;SP;4646001;4642701,4643501,4643502,4789099;(11) 11111111;PCOR.RODRIGUES@GMAIL.COM
;40993154000146;SP;4772500;4644302,4645102,4646001,4646002,4664800,4684299,4723700,4771701,4771702,4771704,4773300,4781400,4789004;(11) 14081695;LICENCIAMENTO@STANLEYSHOLDING.COM.BR
MERAKI CONSULTORIA E COMERCIO ELETRONICO;41466633000177;SP;4772500;4619200,4713002,4723700,4729699,4752100,4753900,4757100,4763602,4774100,4781400,4789001,4789099,6204000,7020400,7319004,8211300;(11) 10000000;XXXX@XXXX.COM
NICOLUCCI PERFUMES;37870837000100;SP;4772500;;(11) 0;ANDREANICOLUCCI@GMAIL.COM
;41970451000139;PA;4772500;4781400;(0) 0;MGISLANE30@GMAIL.COM
;42039895000118;BA;4772500;4789003,4781400,4789099,4789001,4713002,4729699,4755502,4755503,4741500,4789007,4789005;(73) 0;LENEBMCTN@HOTMAIL.COM
;42552305000156;SP;4772500;3299006,3299099,7420001;(11) 15260789;UNIQUEBOTANIQUE@GMAIL.COM
;42678655000163;SP;4772500;8230001;(11) 00000000;KARINAPQP79@GMAIL.COM
;42710853000167;CE;4772500;;(85) 0;TANIASOUSA722@GMAIL.COM
;43340528000112;RJ;4772500;7319002,4759899,4729699,4754702,5612100,4754701,4789005;(00) 00000000;GRUPODUPLICAR@GMAIL.COM
;43389291000164;SP;4772500;;(00) 00000000;ATENDIMENTO.JSANTOSCONTABILIDADE@HOTMAIL.COM
;43404478000190;SP;4772500;;(11) 0;SIMONEMORAES.GONCALVES@GMAIL.COM
;43439101000176;SP;4772500;4729699;(11) 00000000;TELMA.TOP2018@GMAIL.COM
WTI STORE;38588805000170;SP;4772500;8011102,9602502,4930201;(11) 00000000;WESLEYWSL90@HOTMAIL.COM
;35050546000131;SP;4772500;4713002,4781400,4782201,4782202,4789001;(11) 13405791;PERFUMARIAMAISDIVAS@GMAIL.COM
DISTRIBUIDORA DE EL SHADAY COSMETICOS;44079791000162;SP;4772500;;(12) 00000000;TRIDIUMLITORALNORTE@GMAIL.COM
;44205432000104;MS;4772500;4789099;(67) 0;MEIRE_RODRIGUES_TLS@HOTMAIL.COM
;44250897000187;SP;4772500;9602501,2399101,3212400;(00) 00000000;CCARVALHOMARIO@GMAIL.COM
;44462221000157;SP;4772500;;(11) 0;EDINASIQUEIRA@TERRA.COM.BR
;34987157000255;PE;4772500;;(11) 11111111;TI@GEBEAUTY.COM.BR
;44716067000100;PE;4772500;;(0) 0;CRISLOVEPEMELO@GMAIL.COM
;44749250000102;SP;4772500;8219901,4755502;(14) 10045086;SAMARAEVOCES@GMAIL.COM
;44810335000140;BA;4772500;4781400,4763601;(73) 0;MAR.LIMORENO@HOTMAIL.COM
;34854383001400;SP;4772500;;(11) 13861599;TOUTISP@OUTLOOK.PT
;45954004000147;PE;4772500;7319002;(81) 0;SOLANGENJD@YAHOO.COM.BR
;46785525000180;SP;4772500;5819100,5912099,8219999;(11) 00000000;RODRIGOESVP@GMAIL.COM
;46786776000180;SP;4772500;8599699,5912099,7319002,5612100,5813100,3212400,8230001,3299002,7420001;(14) 0;KATHLEENLUIZRIBEIRO2000@HOTMAIL.COM
YUMMY PERFUMARIA;47067297000176;SP;4772500;;(11) 13211931;PERFUMARIATURIASSU@HOTMAIL.COM
;47569915000186;BA;4772500;4781400,4789001,4755502,4755503,4782201,4789005;(73) 0;JP.PRODUTOSPARALIMPEZA@HOTMAIL.COM
;47881025000105;SP;4772500;4781400;(0) 0;FERREIRAPRADO3340@GMAIL.COM
;47989846000160;SP;4772500;5611203,4783101;(15) 00000000;MARCELOH141@GMAIL.COM
;48062773000129;SP;4772500;9602502;(00) 00000000;UNIBECOSMETICOS@GMAIL.COM
;48109088000100;PE;4772500;4783101;(81) 0;LEIDERAF74@GMAIL.COM
;48220662000101;BA;4772500;9602501,7319002,5612100,5229099;(00) 00000190;MARCOSHPO@HOTMAIL.COM
WAVENESS;48512429000194;SP;4772500;4729699,4789099;(11) 19980862;ALINEFRANCIELLEMORAES@GMAIL.COM
;48703356000118;SP;4772500;;(11) 11111111;LULUCIANAMARIA88@GMAIL.COM
MAGIA NA CAIXA;48881738000131;SP;4772500;4759899,4789001,4789099;(15) 00010001;****************@HOTMAIL.COM
;49234862000178;SP;4772500;8599699,4762800,4785799;(19) 0;ALESUKONIS@GMAIL.COM
;49253277000115;SP;4772500;4781400;(0) 0;LD687113@GMAIL.COM
GK VENDAS;49748722000118;SP;4772500;4781400;(11) 11111111;GPOLIVEIRA@GMAIL.COM
;49762687000191;PR;4772500;4712100,4729699,4759899,4761003,4763601,4789001;(41) 10001000;NAOTEM@GMAIL.COM
;50826016000126;SP;4772500;4729699;(11) 10725482;SIMONENGQUI@GMAIL.COM
ULOJINHA;47588343000182;SP;4772500;4530703,4541206,4712100,4713002,4721102,4723700,4729699,4741500,4742300,4744001,4744003,4744005,4744099,4751201,4752100,4753900,4754701,4754703,4755502,4755503,4757100,4759801,4759899,4761001,4761003,4763601,4763602,4763603,4763604,4781400,4782201,4783101,4783102,4789002,4789004,4789005,4789007,4789008,4789099;(11) 16246700;ULOJINHAC@GMAIL.COM
;51176462000103;SP;4772500;;(11) 0;LDCOSMETICS.OFC@GMAIL.COM
;51548326000199;PE;4772500;;(81) 0;T.VICTORSANTOS@GMAIL.COM
;51576341000140;SP;4772500;;(55) 0;THAH2502@GMAIL.COM
;51616312000165;SP;4772500;4781400;(11) 14597669;VALERIAKATIA468@GMAIL.COM
;51645776000108;SP;4772500;;(11) 11625513;NATASHA.NUTRI87@GMAIL.COM
;51650899000129;SP;4772500;;(11) 14458432;MAKEUP.LOVEQUEEN@GMAIL.COM
;51734175000163;ES;4772500;4789001;(27) 00000000;FINANCEIRO.RANNYCOSMETICOS@GMAIL.COM
ELLAVI COMERCIO ONLINE;50352612000111;SP;4772500;4530703,4541206,4713002,4742300,4744001,4751201,4752100,4753900,4754701,4754702,4754703,4755502,4755503,4756300,4757100,4759801,4759899,4761003,4763601,4763602,4763603,4763604,4773300,4774100,4781400,4782201,4782202,4783101,4783102,4789001,4789004,4789008,4789099,7319002;(11) 11111111;TAMBARA.ELAINE@GMAIL.COM
;52271516000174;CE;4772500;;(0) 0;ISABELLAFEITOSACOSTA@GMAIL.COM
;52288432000143;SP;4772500;;(11) 0;IZABELA_NAPOLITANO@HOTMAIL.COM
;52311119000189;SP;4772500;;(11) 0;TATYALMEIDA4358@GMAIL.COM
;52382593000100;GO;4772500;4785799,9602502;(62) 00000000;MJNAILSDESIGN04@GMAIL.COM
MOCA FORMOSA;52476247000182;SP;4772500;4781400,4782201,4783101,4789001;(11) 12345678;CONTATO@GMAIL.COM
;52766939000165;SP;4772500;;(11) 11641733;ANGELOSILVA.SILVA2002@GMAIL.COM
FAVORITA COSMETICOS;53033196000187;CE;4646001;4619200,4772500,9602501,9602502;(85) 16166161;CONTATO@FAVORITACOSMETICOS.COM.BR
;53613545000130;SP;4772500;4729699;(15) 0;KEYLATEIXEIRA@HOTMAIL.COM
;53792092000156;PR;4772500;;(00) 00000000;MONIQUESANTOS.SUPORTE@GMAIL.COM
;53966493000185;SP;4772500;4781400,4751201,4759899,4530703,4763602,4761003,4782201;(11) 12050304;PAMELLAF.OLIVEIRA@OUTLOOK.COM
;54091180000193;SP;4772500;4781400,4755503,4782201;(0) 0;ESC_BARBIERI@HOTMAIL.COM
HAGA COSMETICO;54113747000185;PR;4772500;;(80) 03664343;CLIENTE@CONTADOR.ONE
ICON PREFUMARIA;54467299000118;SP;4772500;;(11) 10434847;COMPRAS@PERFUMADUS.COM.BR
;54471043000184;SP;4772500;4755502;(11) 0;JULIESILVA7090@GMAIL.COM
;54584772000147;MA;4772500;;(0) 0;PEDROAUGUSTOABREUOFICIAL@GMAIL.COM
CF;54631364000107;DF;4772500;4618401;(11) 10966611;MIUCHOA7@GMAIL.COM
;54663256000108;PR;4772500;;(00) 00000000;LALINDAMAKES@OUTLOOK.COM
;54862035000169;TO;4772500;4781400;(00) 00000000;GUIPARAISO1969@GMAIL.COM
IMPERIO BUSINESS DISTRIBUIDORA;38470801000274;SP;4772500;4751201,4752100,4753900,4761003,4763601,4789007,7830200;(11) 16321549;IMPERIOBUSINESSFILIAL@HOTMAIL.COM
;55145988000179;SP;4772500;;(11) 16212023;LARDAANE9@GMAIL.COM
;55346570000120;SP;4772500;9609208;(11) 00000000;CLAU-PEKENA@HOTMAIL.COM
;55592862000142;SP;4772500;;(11) 0;LETICIA.NANDA2407@ICLOUD.COM
ADCOS COSMETICOS;55604857000102;GO;4772500;;(61) 19817576;VERAPEIXE@GMAIL.COM
;55679589000198;SP;4772500;;(0) 0;GBARRETODACOSTA@GMAIL.COM
CLAREAH DERMOCOSMETICOS;55727676000173;SP;4772500;8599604;(11) 11111111;CLAREAHDERMO@GMAIL.COM
;55859083000160;SP;4772500;;(15) 0;PROKARLA05@GMAIL.COM
;56118570000135;SP;4772500;;(11) 0;GABRIELERS199@GMAIL.COM
;48553685000200;SP;4772500;;(11) 16765212;NICENICYCOSMETICOS@GMAIL.COM
;56433282000175;SP;4772500;;(11) 0;GRAZILENEFERNANDES@YAHOO.COM
;56604253000129;RJ;4772500;;(21) 0;RODOLFOFELIPEE12@GMAIL.COM
;57040005000165;SP;4772500;9602502;(19) 0;BETA2024FOTO@GMAIL.COM
;57050257000175;SP;4772500;;(11) 16925576;NARA_GUILGER@HOTMAIL.COM
;57082453000121;RJ;4772500;;(0) 0;EVILEMFERREIRA775@GMAIL.COM
ENATU;57087451000125;SP;4772500;4771703,8690901;(11) 11111111;
;57139879000174;SP;4772500;9602501,4729699,9602502;(11) 12222222;VAZZZZZ@HOTMAIL.COM
;57456190000173;SP;4772500;;(11) 13667204;PATEISFRANCIELLE15@GMAIL.COM
;57496682000192;SP;4772500;;(11) 17477242;LORENNA.SERVICOS@GMAIL.COM
;57522866000180;SP;4772500;;(11) 15503111;CRIS_ESTRELINHA2.0@HOTMAIL.COM
;52905795000180;MG;4772500;8219999;(11) 15834123;M.GUILHERMEBATISTA@HOTMAIL.COM
;57701950000160;SP;4772500;;(55) 13974252;ANTONIO.SERGIO.GOMES051972@GMAIL.COM
;57857454000109;SP;4772500;4781400,4789099,4713002,4755503,4782202,4782201,4757100;(11) 10250117;MASWADALI123@GMAIL.COM
;57938274000143;SP;4772500;;(11) 0;NEIDEMACIEL2828@GMAIL.COM
;57950315000117;MG;4772500;;(0) 0;CRISTIANERESENDE99@YAHOO.COM
;57959841000148;TO;4772500;;(0) 0;GABRIELAKAROLINENUSRALADIAS@GMAIL.COM
;58136826000162;SP;4772500;9602501,7319002,9602502;(11) 13708605;KL2015VI@GMAIL.COM
;58206800000143;RJ;4772500;4781400,4729699,7319002,5612100,9602502;(21) 0;CAMILINHAJOB@HOTMAIL.COM
;58320278000126;MT;4772500;8610102,8622400,8630502,8630503,8650099,8690999,8712300,9602502;(11) 19742117;GRUPOHUMANIZASAUDE@GMAIL.COM
;54510611000109;SP;4772500;4763601;(11) 19216221;RUANVENDASONLINE321@GMAIL.COM
;58343602000121;SP;4772500;4781400;(11) 00000000;SILVANA_EDE@HOTMAIL.COM
;58351430000138;MG;4772500;4781400,4789001,4759899,4713002,4755502,4330405,4789007,4783102,4783101;(35) 12345678;BRUNOCARVALHO@GMAIL.COM
;58482874000102;SP;4772500;4713002;(0) 0;TATIANA_DUARTE_PEREIRA@OUTLOOK.COM
;58487415000111;AL;4772500;9602501,9602502;(82) 0;MARIA.GOMES26ALINE@GMAIL.COM
;58551593000164;SP;4772500;;(11) 0;GRUPOLOVI@OUTLOOK.COM
;58559889000121;SP;4772500;4781400;(11) 0;JANAJDJ@GMAIL.COM
;58578686000182;SP;4772500;;(11) 0;MAILCRISTIANESOUZA@GMAIL.COM
;58670580000104;SP;4772500;4781400;(11) 14542531;JESSICA_VICTORINO27@HOTMAIL.COM
;58750650000134;RJ;4772500;;(0) 0;CAROLAINECASTROALVES1@GMAIL.COM
;58753895000115;RJ;4772500;9602502;(00) 00000000;JUJUBACASAGRANDE84@GMAIL.COM
;58806705000180;SP;4772500;4789003,4789001,4713002,7319002,4729699,8230001;(11) 19727364;ANAROSADEMELO10@GMAIL.COM
;58846340000118;SP;4772500;7319002;(11) 12490273;CAMARGOEFREIRE@GMAIL.COM
;58889545000180;SP;4772500;;(13) 0;KAMILAROD@HOTMAIL.COM
;59295968000135;SP;4772500;;(11) 11608366;LIGIAPRADO1960@GMAIL.COM
;59536562000105;MG;4772500;3211602,5620104;(31) 00000000;NAY.LUCAS2009@GMAIL.COM
;59559254000197;SP;4772500;;(0) 0;SAVOKOFICIAL@GMAIL.COM
;59639531000171;CE;4772500;;(85) 00000000;ESTHETIQUEANE@GMAIL.COM
;59645116000120;SP;4772500;;(11) 0;EGIDIO.LUCAS@HOTMAIL.COM
;59712165000139;SP;4772500;;(0) 0;AGOMESMELLOSILVA@GMAIL.COM
;59721953000191;SP;4772500;4781400;(11) 13735898;VIRGINIA.FERREIRA1992@GMAIL.COM
;59755976000117;PA;4772500;;(0) 0;VERASMAYELLY@GMAIL.COM
;59776741000101;RJ;4772500;4781400,4782201,3212400,4789005,4783101;(24) 0;CONTA.ALICESOUZA@GMAIL.COM
;59827854000199;SP;4772500;2330399,4729699,2349499,3299006,3299099;(11) 14698505;VG.COSMETICOSS@GMAIL.COM
;59932444000108;SP;4772500;;(11) 17612332;ANORINAANGELICA@GMAIL.COM
;60086122000174;SP;4772500;;(11) 19829065;CARAPIARREGINALDO@GMAIL.COM
;60315632000176;RJ;4772500;4729699;(21) 00000000;MICHELLE.MDOCOUTO@GMAIL.COM
;60331156000187;SP;4772500;4781400;(18) 11111111;MANTONIO132.MAS@GMAIL.COM
;60468195000120;MS;4772500;4781400;(0) 0;RONIDOMINGUESDEOLIVEIRA@GMAIL.COM
;60475252000107;SP;4772500;;(11) 11448282;EDNAPEREIRAS01@GMAIL.COM
;60565434000160;SP;4772500;4781400,4759899,4755503,4763601,4753900,4789004,4789005;(00) 00000000;DANIELE2012OF@HOTMAIL.COM
;60695932000128;SP;4772500;8599604;(11) 19268873;PHRITY@GMAIL.COM
JM SOLUCOES;60754510000186;DF;4772500;4729699;(61) 12345678;JMSOLUCOESLTDA@GMAIL.COM
;60802889000152;SP;4772500;4781400,4721104;(11) 11487711;GINA_TIEMPO@YAHOO.COM
;60832194000113;RJ;4772500;;(21) 0;FELIPEPAPIRO1408@GMAIL.COM
;60847759000136;RS;4772500;;(0) 0;MARCIAARAUJO0007@HOTMAIL.COM
ZF COSMETICOS;60857369000147;GO;4772500;4781400;(11) 11111111;ZFWEPINK@GMAIL.COM
;60875765000105;SP;4772500;7319002,5612100;(19) 00000000;ELIANE103103@GMAIL.COM
;60908056000170;SP;4772500;;(11) 0;KETHELYNGUIMARAES11@GMAIL.COM
;60961855000100;RJ;4772500;;(21) 0;JOSUECOSTASILVA@YAHOO.COM.BR
;60980495000194;CE;4772500;4789099,4781400,4755502,4763602,4755503,4785799,4782201;(11) 0;EDI_CONTABILL@HOTMAIL.COM
;61072127000100;SP;4772500;;(11) 0;ELISANGELAMAXIMINO@OUTLOOK.COM
;61090157000140;DF;4772500;4789099,8712300,4781400,9602501,4783101;(61) 0;000000000000ASDSAD@GMAIL.COM
;61112193000167;RN;4772500;5620104,5612100,4755502,4755503;(84) 00000000;MARIABEATRIZA38@GMAIL.COM
;61163524000198;SP;4772500;;(12) 0;LIDII.RAMOS07@GMAIL.COM
;61281075000182;SP;4772500;4781400;(0) 0;LUCIANOPS18@HOTMAIL.COM
;61311439000120;SP;4772500;;(0) 0;CAROL.LIMAMARQUES22@GMAIL.COM
LENDORA COMERCIO;61399914000161;SP;4772500;1412601,4530701,4530703,4643502,4649406,4713002,4744001,4751201,4752100,4753900,4754703,4755502,4759899,4761003,4763601,4774100,4781400,4782202,4783102,4789001,4789099,5211799;(11) 11111111;SEMEMAIL@SEMEMAIL.COM
;61511263000150;SP;4772500;4781400,4755502;(11) 14627244;LARISSACAMIRANGA@GMAIL.COM
;61531461000185;SP;4772500;8219901,8593700,8219999;(11) 12920706;FROM.BESTHAIR@GMAIL.COM
;61548875000117;MG;4772500;;(31) 0;NAYARAOMENDES@HOTMAIL.COM
;61563845000180;SP;4772500;4742300,4789099,4751201,4763604,4755502,4763601,4754703,5211702,4930201,4789007,4789004;(11) 15983406;FCRISTIANO.SOUZA80@GMAIL.COM
;61601733000176;SP;4772500;;(11) 0;MEVICOSMETICO@GMAIL.COM
BEAUTY PERFUMARIA;61710765000100;SP;4772500;;(11) 11651509;PAULOMARTIN18@HOTMAIL.COM
GLAWRY BEAUTY;61791766000126;SP;4772500;;(11) 13370961;CONTATO@ECOPRIMECONTABIL.COM.BR
;61693215000120;SP;4772500;4789099,5229099;(11) 11174285;RONAL2308@HOTMAIL.COM
;61968886000156;SP;4772500;4789099,4751201,4755502,4755503,4753900,1099604,4744001,4789007,4789005;(11) 15675336;ANDERSONBDELIMA@HOTMAIL.COM
;62072464000160;SP;4772500;3299006;(11) 12334556;GABRIELMOURABRITO09@GMAIL.COM
;62138348000105;BA;4772500;4789099,4755502,4755503,4785799,4783101;(0) 0;CARLOS.CONTATE@GMAIL.COM
;62153003000112;PR;4772500;7319002;(41) 0;SARALINDLEAL@GMAIL.COM
;62216842000132;SP;4772500;3299006;(11) 0;LAB.SAPONI@GMAIL.COM
;62231678000132;DF;4772500;4781400,4789099,4789001,4755503,4763602,4785799,4789007,4782201,4783101;(61) 0;L.BIAARAUJO@HOTMAIL.COM
;62260480000187;SP;4772500;;(11) 0;NEXSHOPPDUBAI@GMAIL.COM
;62304237000113;SP;4772500;;(11) 13584499;LUZIMEDEIROS1313@GMAIL.COM
DEO BEAUTY;62434185000108;SP;4772500;4646001,4781400,7319002;(11) 14235816;DAIANESTARSP@HOTMAIL.COM
BRAND PERFUMES E ACESSORIOS;62493589000164;SP;4772500;4530701,4530703,4641901,4643502,4649402,4649406,4649499,4713002,4744001,4751201,4752100,4753900,4754703,4755501,4755502,4757100,4759899,4761003,4763601,4774100,4781400,4782201,4782202,4783102,4789001,4789004,4789099;(11) 11111111;SEMEMAIL@SEMAIL.COM
;62552140000120;RJ;4772500;;(0) 0;PATRICIA.EGITO@YAHOO.COM.BR
;62614561000138;SP;4772500;4752100,4781400,4789099,4751201,4755502,4755503,4789007,4789005;(11) 19101049;ACTUSCONTABILIDADE@HOTMAIL.COM
;62708126000172;CE;4772500;;(85) 0;GISLANY44@GMAIL.COM
;62742825000139;SP;4772500;4789099,4781400,4789001,4721103,4755503,4782201,4783101;(0) 0;URIANI_11@HOTMAIL.COM
MAKE LOVE COSMETICOS ACESSORIOS;62749115000130;SP;4772500;4645101,4649408,4781400,4789099;(11) 11223344;MAKELOVE@REGISTRO.COM.BR
;62789738000137;BA;4772500;;(11) 12189328;MARTINSLORENNA175@GMAIL.COM
;62932557000118;SP;4772500;;(11) 15723840;PAMELAREGINA01508@GMAIL.COM
;62961871000129;SP;4772500;;(11) 15083605;JOINGLYDEFERNANDES@GMAIL.COM
;62978123000159;SP;4772500;;(0) 0;ANNUNCIATOIMPORTS@GMAIL.COM
;63012000000121;PA;4772500;;(0) 0;MANOELDAVERAFRANCA@GMAIL.COM
;63053274000169;ES;4772500;9602502;(28) 0;NAYLLA.ADV@GMAIL.COM
;63063456000110;RJ;4772500;;(21) 00000000;VERONICAPD.VV@GMAIL.COM
;63099838000102;CE;4772500;;(85) 0;RSOUSA44277@GMAIL.COM
;63168909000173;SP;4772500;4789001,4763601;(11) 13306681;KATHARINAOLIVEIRA587@GMAIL.COM
;63253208000132;SP;4772500;;(11) 13259170;ISABMARQUES01@OUTLOOK.COM
;63352252000108;SP;4772500;;(11) 16152023;ITALOLINCON926@GMAIL.COM
;63367732000134;SP;4772500;4789099,8599699,4781400,4755502,4755503,4763601,4785799,4783101;(11) 16335802;NILCELIAREIS18@GMAIL.COM
;63441772000189;SP;4772500;4781400,4789099,4763601,4789004,4757100;(11) 0;KASSIAMONZINHORODRIGUES@HOTMAIL.COM
;63443466000181;SP;4772500;;(11) 17157192;CONTATO.MAKEUPIA@GMAIL.COM
;92476852000178;RS;4772500;4744001,4754701,4754702,4759899,4781400,4783101,4783102,4789001,7319002,9529102,9529103;;
FLEURY'S;03308414000170;ES;4772500;4755502,4783102,4759899,4789001;;
OFICINA DO CABELO;01671702000160;BA;4772500;;;
BELLA PELLE COSMETICOS E PERFUMARIA;04989209000180;SP;4772500;;;
PERFUMARIA TAVARES;00068497000180;RJ;4772500;;;
;03350209000173;MG;4772500;4789001;;
;05023848000150;SP;4772500;;;
;03382846000121;SP;4772500;;;
JAMBO DO BRASIL;03436835000187;RJ;4772500;;(21) 14451876;MAFCONTA@YAHOO.COM.BR
BRISA;00171109000191;SC;4772500;4646001,4646002,8299799;;
;03463286000130;BA;4772500;;;
RE - COSMETICOS;05245383000181;SP;4772500;;;
PETROLUB;00286109000137;MT;4772500;4759899;;
;00289782000120;MG;4772500;;;
DERMUS LINE;96236864000186;SP;4772500;;;
;03611909000174;SP;4772500;;;CINELLI@CINELLILEITE.COM
ALANY CARLA PERFUMARIA;01957655000115;BA;4772500;4781400;;
BEM ME QUER;05305504000133;BA;4772500;;;
JS HAIR CARE;00346433000101;RJ;4772500;4646001;;
MAGAZINE DOS COSMETICOS;03667619000142;MA;4646001;4689302,4755502,4755503,4772500,4781400,4782201;;
;97009542000167;RS;4772500;;;
;05340945000176;SC;4772500;;;
;05350309000125;SP;4772500;;;
PLANETA MULHER;05351493000128;RJ;4772500;4712100,4713002,4781400,4789001;;
;05365522000100;SP;4772500;;;
PERFUMARIA SANTA LUZIA;02042658000191;MG;4772500;;;
PERFUMARIA COMERCIO DE COSMETICOS;00433494000106;SP;4772500;;;
;00021311000560;DF;4772500;8690904,9602501,9602502,9609299;;
SEMPRE BELA;05453698000114;TO;4772500;;;
;00485551000192;RS;4646001;;;
O BOTICARIO;00595199000652;DF;4772500;;;
CLAUDE BERGERE;02120678000133;BA;4772500;;;
;02126581000138;SP;4772500;;;
;01793169000451;SP;4646001;;;
SIS COSMETICOS;05490501000117;SP;4772500;4721104,4723700,4729699,4789001;;
LOJAO DOS COSMETICOS;03840934000120;PE;4772500;;;
A;03851685000178;RS;4772500;;;
MARANATA COMERCIO E REPRESENTACOES;05523983000164;RS;4772500;4729699,4618401;;
COSMETICO;03869490000155;GO;4772500;4322302,8111700;(0062) 02339741;
;05580184000120;EX;4646001;;;
TUDO DE BOM COSMETICOS;02235118000124;MG;4772500;;;
O BOTICARIO;05610594000176;SP;4772500;8299799;;
;02735633000254;SC;4646001;;;
;05626835000175;RJ;4772500;;;
V. V. A. SAUDE;03102194000396;TO;4646001;;;
;03992144000160;SP;4772500;4789001;;
;00684663000172;RJ;4772500;4729699;;
BRADE COSMETICA;05672687000125;SP;4646001;4646002;;
;05690650000120;SC;4772500;;;
LOJAO DOS COSMETICOS;03840934000200;PE;4772500;;;
O BOTICARIO;04035584000191;ES;4772500;8299799;;
C S REPRESENTACOES;04038788000186;CE;4772500;;;
;00724152000137;MG;4772500;;;
CORPOPERFEITO;04506236000236;RJ;4772500;;;
;05748866000107;MG;4772500;;;
;05368727000220;SP;4772500;;;
;00780490000196;MG;4772500;;;
;04112639000110;SP;4772500;;;
;06022408000221;PR;4772500;;;
LU PERFUMARIA;02425626000175;MG;4772500;;;
;06140304000998;SP;4772500;4729699,6619302,8299799;;
;05793073000100;SP;4772500;;;
GLOBO COSMETICOS;05799581000197;MG;4772500;4759899,7319002,7711000,8211300;;
;07222235000924;CE;4772500;;;
;05810365000103;SP;4772500;;;
CHARLOT;13402276000300;BA;4772500;;;
;02533830000100;MG;4772500;;;
FETICHE;00909082000191;SP;4772500;;;
;00920495000177;SP;4772500;;;
PERFUMARIA LIRIO DO CAMPO;02548719000197;SP;4772500;;;
VIGOR COSMETICOS;02572968000118;BA;4772500;4755502;;VIGORCOSMETICOS@YAHOO.COM
ALLOR;00952818000104;RJ;4772500;;;
O BOTICARIO;02599555000127;SP;4772500;;;
COISAS DE MULHER;06017840000143;RS;4772500;;;
DARLLY COSMETICOS;01002107000131;MS;4772500;4781400,4763601,4789001,4789005;;
DROGARIA SAO JOSE;02630572000180;GO;4772500;;;
GRUPO OK;04373451000125;SC;4646001;4619200,4637199,4644301,4645101,4649408,4691500,4711302,4772500,4930202,7711000;;
;06104214000194;SP;4772500;;;
FASHION HAIR;06104783000130;MG;4646001;;;
LUIZA COSMETICOS;06111636000197;SP;4772500;;;
;04440828000111;MG;4772500;;;
Q-CHEIRO/JOIA;02706469000176;PB;4772500;;;
O BOTICARIO;58366832002079;SP;4772500;;;
COFARMA SK;01106829000136;SP;4772500;;;
DELIRIUS;35308220000161;RN;4772500;;;
;06153631000127;BA;4772500;;;
FARMAREAL;73261810000175;RJ;4772500;;;
;04489684000198;RJ;4772500;4729602;;
;06174170000179;DF;4772500;;;
;41560319000400;CE;4772500;9602501,9602502,8599604,4754701;;FELIPE@COSBEL.COM.BR
IZA - PERFUMES E COSMETICOS;06201794000138;SP;4772500;4729699,4723700;;
VIA BELLE;06697955000126;GO;4772500;;;
INTTERBIO;06226524000181;SP;4772500;;;
;06237740000122;BA;4772500;;;
;06725977000152;SP;4772500;;;CONTABILIDADEDP@YAHOO.COM.BR
PERFUMARIA NOELIA;19115476000104;MG;4772500;;;
;74214206000150;SP;4772500;4721104;;
;01215940000160;MG;4772500;;;
EMPORIO DA BELEZA;04599235000100;CE;4772500;4755502,4789001;;
REINO NATURAL;36810331000134;MS;4772500;;;
C&P COSMETICO E PERFUMARIA;02856289000170;PB;4772500;;;
;01251993000137;SP;4772500;;;
AFB COMERCIO DE PERFUMES;01255235000197;PR;4772500;;;
;01263537000107;SP;4772500;4646001;;
PERFUMARIA VITORIA;02883264000166;PR;4772500;;;
;56726151000267;SP;4772500;4712100;;
CASA LOPES;75395715000190;PR;4646001;;;
KOGETH;37646544000135;GO;4772500;;;
;01307136000101;RS;4772500;;;
;75606459000132;PR;4772500;;;
LOJINHA AMIGA;02931399000150;CE;4772500;4712100;;
;04708166000118;SP;4772500;4781400,9602502;;
AMN COSMETICOS;02972913000103;BA;4772500;8299799,8230001,4330499,4120400,7711000,4612500,4618499,4617600;;
;02974744000132;SP;4772500;;;
;06925781000101;SP;4772500;;;
ESSENCIAL PERFUMES;06935559000190;SP;4772500;;;
;64852239000415;SP;4772500;;;
PRIMICIAS MAGAZINE;39269451000164;ES;4772500;4781400,4763602,4759899,4782201,4763601,4755503,4755502,4789001,4761003;;
M S CONVENIENCIAS;04808640000183;BA;4772500;;;
;67912741000209;SP;4646001;;;
COMPLICITA;39532882000171;RJ;4772500;4783102,4789001;;
NALVINHA COSMETICOS & LUNAAH ARTIGOS PARA FESTA;04835645000103;MS;4772500;4789099,4761003,4721104;;
;21940374000167;MG;4646001;4637199,4693100;;SERTECCONTABEIS@HOTMAIL.COM
;40341281000160;RJ;4772500;;;
MAX HOLD;77922623000146;PR;4646001;4772500,9521500;;ALESSANDROHOLD@YAHOO.COM
;04884239000122;SP;4772500;;;
NATIVA;78792835000208;PR;4772500;8299799;;
;01536693000102;SP;4772500;;;
BLOSSON HOUSE;41451451000122;CE;4772500;;;
;23330376000160;MG;4646001;;;
;03208502000109;SP;4772500;;(11) 11111111;XXXXX@AAA.COM
BLASCH CIA DE BELEZA;01577274000100;PR;4772500;;;
;60531324000188;SP;4646001;;;
;41923822000121;MG;4772500;;;
PERFUMARIA TANIA;42034520000165;BA;4772500;;;taniagiselerodrigues@hotmail.com
VISSOMZ;93866739001214;RS;4772500;4759899,4755503,4761003,8299799,4729699;;
